id,nome,indirizzo,orario,telefono,sito_web,commenti,forum,posizione/type,posizione/coordinate/0,posizione/coordinate/1,verificato/nome,verificato/link,description,Orari di apertura,Orario, telefono,Orario di visita,e-mail
YEwRa3T,Farmacia Comunale Mille," Viale dei Mille 52/B, 43100 Parma (PR)", 24h, 0521253181, https://www.lloydsfarmacia.it/store-locator/parma/farmacia-comunale-mille-24h," (2018) Ho richiesto la pillola del giorno dopo e, oltre a fornirmela senza problemi, mi hanno spiegato che la casa farmaceutica ne produce 2 tipi, una a dosaggio maggiore e una a dosaggio minore di ormoni in base al periodo del ciclo in cui ci si trova. Sono stati molto cordiali.",,Point,10.314826369285585,44.79867755104929,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
CRnZ69w,Farmacia Comunale N. 4,, lun-ven 9-13 15.30-19.30, 050 532316,, vende la pillola del giorno dopo,,Point,10.372778177261354,43.711603022144786,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
BtkzeAk,Farmacia Comunale N.2," Piazza J. F. Kennedy 17, 00043 Ciampino (RM)", lun-sab 7:30-21:00 dom 08:30-13:00, 067918195, http://www.asp-spa.it/index.php?option=com_aspspa&view=farmacia&id=25&idf=4&Itemid=114," Non solo la pillola del giorno dopo è disponibile ma ho anche trovato una farmacista molto gentile che mi ha aiutato a capire cosa acquistare in base al periodo del ciclo in cui mi trovavo, cosa mi sarei potuta aspettare dopo l'assunzione e quando eventualmente provare a fare un test di gravidanza nel caso ci fossero particolari ritardi.",,Point,12.599430084228516,41.80483790994096,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
q3OeNBX,Farmacia Comunale N.2," Via Adelina Zini 28, 54100 Massa (MS)", lun 08:30-22:00 mar-ven  08:30-13:00 15:30-19:30 sab 08:30-13:00 dom Chiuso, 0585241603,," (2017) Il farmacista anziano si è rifiutato di consegnare la pillola, invitandomi a tornare il giorno seguente per parlare con le farmaciste perché ritenute più adeguate alla somministrazione della pillola.",,Point,10.102529525756838,44.00800278760918,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
ozG4xWk,Farmacia Comunale N.2 I Passi," Via XXIV Maggio 63, 56123 Pisa (PI)"," lun-ven 8-20
sab 8-13", 050562222, , Vende la pillola del giorno dopo senza problemi,,Point,10.400007963180544,43.73041392894815,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
lJ6SfTA,Farmacia Comunale N.3 Don Bosco,," lun-ven 9-13 15.30-19.30
o lun-ven 8-20, sab 8-13", 050 542902,, vendono la pillola del giorno dopo,,Point,10.411627292633058,43.72033462266958,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
U2hlLpn,Farmacia Comunale N.4," Via delle Pinete, 54100 Partaccia, Massa (MS)", lun-sab 8:30-12:30 15:30-19:30 dom Chiuso, 0585780195, , (2017) Dal sopralluogo effettuato dal collettivo femminista Kira Amelia Lalli di Massa è emerso che la farmacia non è obiettrice e fornisce l'accesso alla pillola del giorno dopo.,,Point,10.071560740470886,44.025906542578895,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
XYFsgLe,Farmacia Comunale N.5," Via Niccolini 6/A, 56033 Pisa (PI)", 24h/24 tutti i giorni, 050 554787, http://www.farmaciecomunalipisa.it/?page_id=119, Ho potuto acquistare la pillola del giorno dopo senza problemi. (È l'unica farmacia a Pisa aperta di notte),,Point,10.392234921455385,43.723401237264895,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
1AjQpCL,Farmacia Comunale N.6 Dell'Aeroporto,, lun-dom 8-20, 050 500363,, hanno la pillola del giorno dopo,,Point,10.399771928787233,43.698320950964735,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
LlCe6NK,Farmacia comunale n.8," Via Fiume Abbandonato 124, 48121 Ravenna (RA)", 24h, 0544402514, http://www.farmacieravenna.com/farmacie/comunale-n-8/," Ho avuto necessità della pillola del giorno dopo lo scorso dicembre. La farmacista è stata gentile, mi ha chiesto solo la carta d'identità per verificare che fossi maggiorenne e ha risposto tranquillamente alle mie domande e ai miei dubbi in merito.",,Point,12.185516953468325,44.41331364372672,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
SlxxuZ1,Farmacia Comunale n1," Viale Vittorio Veneto, 21, 53100 Siena SI"," da lunedì a venerdì 9.00-13.00 / 15.30-19.30 
sabato e domenica: chiuso.", 0577 44339,," Segnalazione del 2019.  Mi hanno venduto la pillola del giorno dopo regolarmente, dopo avermi chiesto un documento. La farmacista è stata disponibile e ha chiarito alcuni dubbi.",,Point,11.320885419845581,43.321840984852194,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
RGRAcpG,Farmacia Comunale n4 ," Via S Martin Corleans, 65, 11100 Aosta","
lunedì   09–12:30 15–19:30
martedì 09–12:30 15–19:30
mercoledì  09–12:30 15–19:30
giovedì 09–12:30 15–19:30
venerdì 09–12:30 15–19:30
sabato Chiuso
domenica Chiuso", 0165 32545, www.aostafarmacie.it, Vendono la pillola del giorno dopo,,Point,7.316368818283082,45.731134493069085,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
dVnoikh,Farmacia Comunale Nr. 12," Via Cavour, 91, 59100 Prato PO", 24 h, 0574 27986,, Per ottenere la pillola del giorno dopo mi è bastato esibire il documento per verificare la maggiore età e non mi hanno fatto nessuna domanda inopportuna! ,,Point,11.089866757392883,43.878530949685825,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
y12l7sM,Farmacia Comunale Urbino Servizi Spa," Viale Federico Comandino, 39, 61029 Urbino (PU)","lun-sab 08:00-20:00
dom Chiuso",0722 2251,," (1) La mia coinquilina ha da recensire una farmacia. E' stata alla Farmacia Comunale Urbino  vicino all'ospedale.  E' stata guardata storta dalla farmacista ma il farmaco è venduto.
(2) Mi sono recata per usufruire della pillola del giorno dopo, che la farmacista mi ha rilasciato senza ricetta medica. Ho apprezzato l'assoluta discrezione riguardo il mio problema e la disponibilità nel rispondere ai miei dubbi su eventuali controindicazioni o interferenze con altri farmaci che prendevo.",,Point,12.6318097114563,43.73307303237796,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
NHF5ZaY,Farmacia Comunale Ygea Spa," Viale Monte Grappa 31, 24047 Treviglio (BG) [All'interno del Centro Commerciale di Treviglio]", lun-gio 09:00-13:00 15:00-19:30 ven-sab 09:00-19:30 dom Chiuso, 0363303858, http://www.ygea.it/content/farmacia-comunale-1," Da un'inchiesta del Giornale di Treviglio, risulta che la farmacia ha fornito la pillola Norlevo senza problemi.",,Point,9.582175612449646,45.52096963696201,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
DwrOUwJ,Farmacia Conte," Via dei Goti, 10, 84012 Angri (SA)", 24h, 081946188, http://www.farmaciaconte.it/index.php?option=com_content&view=article&id=1&Itemid=101," Ho chiesto EllaOne, mi hanno chiesto un documento per verificare la maggiore età e me l'hanno data subito.",,Point,14.572688341140749,40.73450677546749,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
T4GSJ8X,Farmacia Conti," Corso Vittorio Emanuele 74, 93100 Caltanissetta (CL)", lun-sab 08:00-12:00 15:00-18:00 dom Chiuso, 093425222, , La farmacista mi ha venduto la Norlevo senza battere ciglio e si è dimostrata molto prodiga e disponibile nello spiegarmi il suo utilizzo e i suoi effetti collaterali. L'unica pecca della farmacia è che mi sono ritrovata ad essere servita in mezzo a una folla di gente accalcata al bancone senza un minimo di privacy.,,Point,14.062446355819702,37.489974269221726,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
Tl8qSki,Farmacia Contini," 10/B, Via Mazzini - 43121 Parma (PR)", lun-ven 08:30 - 19:30, 0521 233328,, Vendono senza problemi la pillola dei cinque giorni dopo EllaOne chiedendo solo il documento d'identità per constatare la maggiore età.,,Point,10.32546401023865,44.80184829616477,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
cR3sJ9E,Farmacia Cormons," Via Armando Diaz 55, 80055 Portici (NA)", lun-mar 09:00-13:00 16:00-20:00 mer-gio 09:00-13:00 16:30-20:30 ven 09:00-20:30 sab 09:00-13:00, 081276623,," (2018) A fronte di una ricerca di farmacie della zona che fornissero la pillola del giorno dopo, siamo riuscite a reperire la Norlevo senza problemi.",,Point,14.336734414100647,40.819695959220326,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
DoFZ5tA,Farmacia Corso Regina," Corso Regina Margherita 72, 10153 Torino (TO)", lun-ven 08:00-19:30, 0114360010, , Sono gentilissimi e mi hanno dato la pillola anticoncezionale nonostante la ricetta scaduta da qualche mese. Inoltre il farmacista è stato molto onesto nel segnarmi il pacco da tre mesi che mi ha fatto risparmiare non poco.,,Point,7.695520520210267,45.07306600339626,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
fFRKbuC,Farmacia Costabile," Via Popilia 67, 87100 Cosenza (CS)", lun  08:30-20:00 mar  08:30-13:00 16:30-20:00 sab 08:30-13:00 dom Chiuso, 0984411297, ," Farmaciste gentilissime, si sono anche fermate a spiegarmi per bene quali potessero essere i fastidi causati dall'assunzione e mi hanno consigliato anche eventuali metodi contraccettivi per evitare di dover di nuovo prendere la pillola del giorno dopo. Costo della pillola: 14.90€!",,Point,16.256686449050907,39.3058449491182,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
LtWEOpT,Farmacia Costabile," Via Silvio Baratta 18/20, 84134 Salerno (SA)", lun-sab 08:30 - 13:00 16:00 - 20:00 dom Chiuso, 089791401," (2019)  Dopo aver avuto un rapporto a rischio, ci siamo recati immediatamente in farmacia chiedendo la dispensazione della Norlevo. Il farmacista di turno, rendendosi conto dell'evidente maggiore età della paziente, ha dispensato il farmaco in modo discreto e professionale, adempiendo agli obblighi di legge.",,,Point,14.776450395584108,40.67745260222606,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
nPttYoE,Farmacia Costabile Pastena," Via Posidonia 269/271, 84128 Salerno (SA)", 24h, 089725012 , https://www.farmacostabile.it/," (2020) Il farmacista è stato molto gentile e discreto: non ha chiesto cosa fosse successo o perché stessi chiedendo la pillola, ma mi ha chiesto se la pillola dei tre giorni dopo andasse bene e mi ha dato indicazioni su come prenderla e sugli effetti collaterali (puntualizando anche quali fossero più  comuni e quali meno). Altra cosa positiva è che ho potuto anche pagare con la carta.",,Point,14.793042540550234,40.66566155155045,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
370s4uy,Farmacia Costamagna," Piazza Montecastrilli 13, 00181 Roma (RM)", lun-ven 08:30-20:00 sab  08:30-13:00, 067842712,," (2018) Ho avuto necessità della pillola del giorno dopo, pertanto mi sono recata presso tale farmacia. Lì un’anziana farmacista mi ha inizialmente salutata in modo cortese, tuttavia appena ha capito che cercavo la pillola del giorno dopo, ha immediatamente cambiato espressione e mi ha acidamente risposto che non avevano quello che cercavo. Stento a crederlo, dal momento che si trattava di una farmacia non enorme, ma neanche di 2 soli metri quadri.",,Point,12.532884478569033,41.87730608293243,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
1blrGVJ,Farmacia Croce Bianca," Via Cesare Beccaria 79, 95125 Catania (CT)", lun-ven 08:30-13:00 16:30-20:00 sab-dom Chiuso, 095439286, , Ho comprato la pillola con la ricetta senza alcun problema.,,Point,15.078129172325136,37.51584049385866,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
DkY6TEL,Farmacia D'Alessio,"  Corso Umberto I 6, 01037 Ronciglione (VT)", 8:30-13 16:30-20, 0761625021,, Appena sentito il nome della pillola EllaOne una delle due farmaciste al banco ha cominciato a scrivere su un pc dicendo  che non trovava medicine con quel nome. Poi quando le si è fatto notare che fosse un anticoncezionale ha iniziato a  sostenere che ci volesse una ricetta o che addirittura NON fosse ancora  DISPONIBILE IN ITALIA!,,Point,12.216083407402039,42.29060789135284,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
GqqaFSr,Farmacia D'Auria," Via Circonvallazione 47, 10080 Busano (TO)", lun-sab 09:00-12:30 15:00-19:00 sab 8:30-12:30 dom Chiuso , 0124472150, ," (2019) Ci si è recata una mia paziente per acquistare la pillola del giorno dopo. Nessuna storia, venduta senza troppe domande. Io non ho vissuto direttamente l’esperienza ma a quanto pare non ci sono stati problemi.",,Point,7.660957574844361,45.32938974048359,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
EvLCzne,Farmacia D'Igea del Dr. Mannerucci Giovanni,, lun ven 8-20, 050 571342,, vende la pillola del giorno dopo,,Point,10.418413281440737,43.71034280600014,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
GGPKoCk,Farmacia Dall'Armi," Piazza del Duomo 10, 38122 Trento (TN)", mar-ven 08:30-12:30 15:00-19:00 sab 08:30-12:30 dom-lun Chiuso, 0461236139, https://www.facebook.com/FarmaciaDallArmi/, Ci sono due dottori e una dottoressa ma sono tutt@ molto disponibili. Mi sono sentita libera di parlare di cosa era successo e non mi sono minimamente sentita giudicata. Inoltre la dottoressa è stata molto disponibile nel valutare la casistica e nel consigliarmi quale delle due pillole prendere. Mi sono stati spiegati i possibili effetti collaterali ed essendo maggiorenne non hanno opposto alcuna forma di resistenza nella vendita. L'EllaOne era disponibile ma suppongo anche l'altra.,,Point,11.121913790702822,46.06767414203385,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
WyEg09g,Farmacia De Laurenzi," Via Mura dei Francesi 23, 00043 Ciampino (RM)", lun-mer 08:30-13:00 16:00-19:30 sab 08:30-13:00 gio-ven-dom Chiuso,  067963395, http://www.farmaciediturno.net/farmacia-eredi-de-laurenzi-ciampino-rm_34657.html," Non forniscono contraccettivi di emergenza (e mi hanno fatto anche sentire di merda nonostante sia adulta e matura). Poichè i farmacisti sono obiettori, non hanno la pillola del giorno dopo e non la ordinano.",,Point,12.613973021507265,41.791916668777006,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
fVoFCSK,Farmacia De Leidi," Via Del Municipio 9/A, Reana Del Rojale (UD) - 33010"," Tutti i giorni, domenica esclusa, 8.30-12.30, 15.00-19.00", 0432 857283, /," A marzo dell'anno scorso una dipendente della farmacia non mi ha fornito la pillola del giorno dopo,anche se ero stata dal medico di base e avevo la ricetta medica. per fortuna, casualmente ero arrivata a cambio turno e poco dopo è arrivata la dottoressa che ha sostituito la farmacista e mi ha dato quanto richiesto. fossi arrivata dieci minuti prima avrei dovuto cambiare farmacia (a 10 km di distanza dato che era domenica)",,Point,13.24357867240906,46.150249133468286,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
o2M5u0e,Farmacia De Remigis," Via Tiburtina 608, 00159 Roma (RM)", lun-ven 08:30-13:00 16:30-20:00 sab-dom 08:30-19:30, 064382559,," (2019) 
(1) Per la prima volta in 3 anni, il coito interrotto non ha funzionato del tutto e, per non rischiare, essendo al 13esimo giorno di ciclo, ho deciso di andare in farmacia per prendere il Levonorgestrel. La farmacista mi ha detto che non poteva vendermi nulla senza ricetta del medico, anche se non era la verità. Dopo aver acquistato il farmaco in un'altra farmacia, sono tornata dalla signora e mi ha palesemente detto che mi ha mentito perché non era d'accordo nel vendermi questo farmaco.
(2) Una domenica pomeriggio, a causa di un preservativo rotto, io e il mio compagno siamo andati alla più vicina farmacia aperta a chiedere la pillola del giorno dopo. Non sapevo non fosse necessaria la ricetta quindi sono andata piuttosto allarmata e supplicante a dire ""Non so se serve la ricetta ma mi servirebbe la pillola del giorno dopo"". Una dipendente, subito mette le mani avanti e dice ""No, no, guardi, deve andare al pronto soccorso o in un consultorio ma io non gliela dò"". Alle mie proteste chiama il suo capo che esce dal retro e borbottando me la dà con la promessa di portargli la ricetta. Ho dovuto supplicare. Una volta a casa abbiamo letto sulla scatola che la ricetta non serve (io ho 40 anni). Il mio compagno oggi è andato da loro dicendo che avevamo chiamato il medico e ci aveva detto che non serviva e loro hanno bofonchiato scuse sostenendo che loro lo avevano detto che la legge non prevede la ricetta, ma che avevamo fatto bene a sentire il medico, per sicurezza.",,Point,12.545818090438843,41.9086490018067,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
SKr5kn1,Farmacia Debouchè," Largo delle Alpi, 16, 10042 Nichelino TO"," lun-ven 08:30–20:00
                                     sab 08:30–12:30", 011 689 0416, www.farmaciadebouche.it," Ho comprato la pillola dei cinque giorni dopo senza ricetta sia di giorno che durante il loro turno notturno. Avendomi vista agitata, si sono anche preoccupati di darmi più informazioni possibili e di rassicurarmi.",,Point,7.632172107696533,45.001891189607186,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
6Z26oGX,Farmacia Dedola," Via Pietro e Maria Curie 35, Cagliari (CA) 09126", lun-ven 09:00-13:30 16:30-20:00 sab  09:00-13:30 dom Chiuso, 070305829,," (2018) Negli anni è capitato di andare per richiedere test di gravidanza e EllaOne. Sono sempre stata assistita in maniera professionale e adeguata. Non tutte le persone che lavorano lì sono ben informate sulla coppetta mestruale, ma per il resto sono tutt@ disponibil@ e non giudicant@",,Point,9.136789441108705,39.20814458834727,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
gGLYTW7,Farmacia dei Colli Veronesi," Viale Europa 3, 37024 Negrar di Valpolicella (VR)", lun-sab 08:00-20:00 dom 09:00-13:00, 0457502384, ," (Luglio 2020) Qualche settimana fa ho avuto bisogno della pillola del giorno dopo. La farmacista che mi ha servita è stata estremamente professionale e gentile. Quando le ho spiegato di che cosa avevo bisogno non ha battuto ciglio, ha recuperato il farmaco e ha avuto la premura di spiegarmi come funzionava. Io ero tranquilla e, nonostante non avessi mai avuto bisogno prima di assumere contraccettivi di emergenza, sapevo già come funzionava. Sono stata comunque molto contenta di trovare dall'altra parte una vera professionista che non mi ha fatto sentire a disagio o giudicata per il tipo di farmaco che stavo chiedendo.",,Point,10.938976407051086,45.523284868262216,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
begxSMo,Farmacia dei Leoni," Piazza Leoni 83, 90143 Palermo (PA)", lun-ven 08:30-13:00 16:00-19:30 sab-dom Chiuso, 091362335, , (2018) Mi hanno venduto la pillola Ellaone senza problemi.,,Point,13.34567427635193,38.144965220995275,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
XvV6nYu,Farmacia dei Marmi," Via Massa Avenza 38, 54100 Massa (MS)", lun-ven 08:30–19:30 sab-dom Chiuso, 05851980404, http://farmacia-dei-marmi.business.site/, (2017) Dal sopralluogo effettuato dal collettivo femminista Kira Amelia Lalli di Massa è emerso che la farmacia non è obiettrice e fornisce l'accesso alla pillola del giorno dopo.,,Point,10.089826583862306,44.03079335534214,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
DOHAzoA,Farmacia dei Ronchi," Via Ronchi 48, 54100 Massa (MS)", lun gio-sab  08:30-12:30 15:30-19:30 mar 08:30-22:00 mer Chiuso dom 08:30-12:30, 0585240855, , (2017) Dal sopralluogo effettuato dal collettivo femminista Kira Amelia Lalli di Massa è emerso che la farmacia non è obiettrice e fornisce l'accesso alla pillola del giorno dopo.,,Point,10.11967420578003,43.99846811548289,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
gMXTbAG,Farmacia Del Bo," Piazza Emanuele Filiberto, 7, 27100 Pavia PV"," lun-ven 08:30–12:30, 15:30–19:30", 0382 22072, www.farmaciadelbo.com," ""Mi hanno dato la pillola del giorno dopo, controllando solo sul documento che io fossi maggiorenne. So anche di altre persone che sono andate a prendere la pillola del giorno dopo lì, e si sono trovate bene.""",,Point,9.161519408226015,45.18942093556317,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
o9UyRaw,Farmacia del Carmine,," lun- sab 8-13, 16-20", 050-40801, http://www.farmaciadelcarmine.pisa.it/, vendono la pillola del giorno dopo,,Point,10.40037274360657,43.71373175784453,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
qPB5Boq,Farmacia Del Corso," Via Santo Stefano, 38H, 40125 Bologna", lun-ven 08:30–13 15:30–19:30 sab 08:30–13 dom Chiuso, 051 234522, https://www.farmaciadelcorso-bologna.it/," (2) (2020) In seguito ad un rapporto (protetto) si è, ahimè, rotto il preservativo. Mi sono dunque recata alla farmacia del mio quartiere e, dopo aver spiegato le dinamiche, ho chiesto di avere la pillola del giorno dopo. La farmacista è stata molto discreta e gentile, ha voluto sapere quante ore fossero passate e si è resa disponibile a chiarimenti. Infine, senza ulteriori indugi, mi ha consegnato una confezione di Norlevo.
(1) Farmacisti cordiali, mi hanno chiesto l'età ma hanno premesso di potermi dare la pillola qualora fossi maggiorenne",,Point,11.350352168083193,44.490049832114856,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
g6SVfxG,Farmacia del Lago," Via Litta 14, 21026 Gavirate (VA)", lun-ven 08:30-12:30 15:00-19:30 sab 08:30-12:30 dom Chiuso , 0332743607, ," (2019) La trovo aperta il 16 agosto ma purtroppo al bancone mi viene detto che loro non tengono la pillola del giorno dopo Ellaone. Vengo guardata male dell'anziano farmacista seduto poco lontano, dietro il banco, forse il responsabile della farmacia. La dottoressa con cui ho parlato è però stata molto gentile e pareva dispiaciuta del fatto che non potesse aiutarmi, infatti mi ha indicato la farmacia aperta più vicina in cui trovare la pillola.",,Point,8.719840049743654,45.84132371805654,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
fOgg5er,Farmacia del Monaco," Piazza la Corte, 15, 76123 Andria BT"," lun-ven 08:30–13:30, 16:30–20:30 
                                      sab 08:30–13:30",  0883 597154,," In questa farmacia la pillola del giorno dopo e dei cinque giorni dopo sono fornite senza problemi, 
chiarendo ogni dubbio al riguardo ai nostri pazienti. ",,Point,16.295664310455326,41.22548127213579,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
zGjg0sS,Farmacia del Salento," Via Merine 28, 73100 Lecce (LE)", lun-dom 8:30-13:00 16:30-20:00, 0832217840, http://www.farmaciadelsalento.it/, Pillola del giorno dopo venduta senza battere ciglio e senza la minima difficoltà!,,Point,18.189631104469303,40.34600853186464,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
LfjbCv4,Farmacia Del Savio," Via Romea Sud 589, 48125 Savio, Ravenna (RA)", lun-sab 08:30-12:30 15:30-19:30 dom Chiuso, 0544927639, , Ho trovato due farmaciste molto gentili che mi hanno dato la Norlevo spiegandomi anche l'utilizzo.,,Point,12.292794585227968,44.30856813873534,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
aXfTX1a,Farmacia del Sole," Viale del Sole 1, 36100 Vicenza (VI)", lun-sab 08:00 - 20:00 dom Chiuso, 0444288088, https://www.facebook.com/Farmacia-del-Sole-1027672980622353/,"  (2018) Ieri sera alle 23:30 circa, io e mio marito abbiamo avuto un “intoppo” col preservativo quindi si è reso necessario ricorrere alla cosiddetta contraccezione d’emergenza. Abbiamo cercato su internet e abbiamo trovato questa farmacia di turno. Mio marito è andato (io ero a casa post crisi di panico e con mia figlia a letto da badare): il farmacista è stato molto cortese e disponibile, gli ha consigliato la pillola Ellaone ed in diretta cellulare con me ci ha spiegato per bene modi di somministrazione ed eventuali effetti collaterali, rassicurandomi molto su quest’ultimi.",,Point,11.52189552783966,45.557738977508855,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
PqQYhDX,Farmacia dell'Abbazia," Via della Repubblica, 14, 47833 Morciano di Romagna RN","  da lunedì a sabato 08:30–13 15–19:30
domenica: chiuso", 0541 386955,," Sono andata a chiedere per una pillola del giorno dopo e il farmacista mi ha solo chiesto ""sei maggiorenne?"" ""si, da più di 30 anni""... poi mi ha illustrato i prodotti e mi ha consigliato quella dei 5 giorni dopo perché secondo lui era meglio",,Point,12.657178044319153,43.915419736284306,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
Hzf4wo1,Farmacia dell'Erica," Via Dante Di Nanni, 79/E, 10138 Torino TO"," da lunedì a venerdì:  8.30-19.30
sabato: 8.30-13.00
domenica: chiuso", 011 447 4394,, Segnalazione del 2019. Non tanto cortesi ma comunque non fanno problemi alla richiesta della pillola del giorno dopo.,,Point,7.650604248046876,45.06590931305928,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
8vVBzq9,Farmacia Dell'Orologio," Piazza Roma, 8, 60121 Ancona"," mart-ven 08:30 - 12:30 16:00 - 19:30
sab 08:30 - 12:30", 071 207 4801,," Pillola del giorno dopo: disponibile
Pillola dei cinque giorni dopo: ?
""Sicuramente disponibile la Norlevo""",,Point,13.513301610946657,43.618318178189455,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
rjjtv3e,Farmacia Dell'Ospedale," Corso Antonio Fogazzaro 48, 36100 Vicenza (VI)", lun-gio 09:00-12:30 16:00-19:30 ven-dom Chiuso sab 09:00-12:30, 0444321860, ," Tutto il personale è sempre molto gentile, preparato e rassicurante, soprattutto il dottore. Sono andata varie volte ad acquistare la pillola del giorno dopo e dei 5 giorni dopo e sono sempre stati disponibili e sereni, anche per eventuali domande o consigli.",,Point,11.54268264770508,45.54842304610137,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
znyZkvg,Farmacia della Cittadella," Corso di Porta Ticinese 50, 20123 Milano (MI)", lun-sab 08:00-20:00 dom 17:00-22:00, 028321584, , (2020) Ho trovato una farmacista cortese e preparata che ha saputo tranquillizzarmi e darmi un parere professionale e che mi ha dato la pillola del giorno dopo senza criticarmi o giudicarmi. Sono rimasta piacevolmente sorpresa e sono uscita più tranquilla!,,Point,9.180740118026735,45.45668396182064,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
KBilXHb,Farmacia della Ferrovia," Via Guglielmo Marconi 213, 60127 Ancona (AN)", lun-ven 8:30-12:30 16:00-19:30 sab 8:30-12:30 dom Chiuso, 07144937,, (2019) Una mia amica si è rivolta alla farmacia per chiedere la pillola del giorno dopo che è stata venduta senza problemi. Per le maggiorenni chiedono esclusivamente la carta d'identità senza fare commenti inappropriati.,,Point,13.499928116798403,43.60743152467789,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
qFtB6jE,Farmacia della Fontana," Piazza del Popolo 25, 20010 Arluno (MI)", lun-sab 8:30-12:30 15:30-19:30 dom Chiuso, 029017202, http://www.farmaciadellafontana.com/," Mi sono recata in questa farmacia dopo essermi accorta di aver dimenticato di assumere la pillola anticoncezionale la sera prima: avendo avuto rapporti nei giorni precedenti, mi reco in questa farmacia per richiedere un loro parere professionale circa il rischio di una gravidanza ed eventualmente farmi dare la pillola del giorno dopo. La commessa, dopo aver letto il foglietto illustrativo della mia pillola, mi informa che ero a rischio. Alla mia richiesta di acquistare quindi la pillola del giorno dopo, chiama la collega e insieme rileggono il foglietto illustrativo della mia pillola: anche la collega mi informa di essere a rischio e chiedo nuovamente di poter acquistare la pillola del giorno dopo, informandole che sono maggiorenne e quindi non necessito di ricetta. La seconda commessa, a questo punto, non mi nega la vendita in modo diretto, ma mi informa che la pillola non avrebbe senso né effetto nel mio caso, in quando potrei già essere incinta e mi invita a recarmi in Pronto Soccorso per fare il test delle beta HCG. Sconfortata dall'ignoranza delle farmaciste, me ne vado. Non sono stata in grado di capire se il loro fosse un modo velato per NON vendermi la pillola o fossero davvero convinte di quello che mi stessero dicendo. Recatami in ospedale, l'ostetrica di turno mi ha detto che NULLA era vero di ciò che avevano detto e che anzi erano delle gravi inesattezze.",,Point,8.939636349678041,45.50495209207801,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
QNRStoC,Farmacia della Serenissima," Via Prenestina 365/E, 00177 Roma (RM)", 24h, 062593878, http://www.farmaciadellaserenissima.it/," Chi abita in zona e ha bisogno di un contraccettivo di emergenza, può rivolgersi qua",,Point,12.558799982070925,41.89524159372119,Obiezione Respinta,https://obiezionerespinta.info/,,,,,,
