Anno;Codice Regione;Descrizione Regione;Codice ASL territoriale;Codice Azienda;Denominazione Azienda;Codice struttura;Denominazione struttura;Tipo rapporto con il S.S.N.;Indirizzo;CAP;Codice Comune;Comune;Sigla provincia;num_telefono;sito_web
2019;030;LOMBARDIA;323;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;002887;CONSULTORIO FAM.-CHIAVENNA;Pubblico;VIA CERERIA N. 4;23022;014018;CHIAVENNA;SO;034367317;WWW.ASST-VAL.IT
2019;030;LOMBARDIA;323;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;002895;CONSULTORIO FAMILIARE MORBEGNO;Pubblico;VIA G.B. MARTINELLI, 13;23017;014045;MORBEGNO;SO;0342643224;WWW.ASST-VAL.IT
2019;030;LOMBARDIA;323;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;002905;CONSULTORIO FAMILIARE SONDRIO;Pubblico;VIA NAZARIO SAURO N, 38;23100;014061;SONDRIO;SO;0342555738;WWW.ASST-VAL.IT
2019;030;LOMBARDIA;323;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;002907;CONSULTORIO FAMILIARE TIRANO;Pubblico;VIA PEDROTTI 9;23037;014066;TIRANO;SO;0342707322;WWW.ASST-VAL.IT
2019;030;LOMBARDIA;323;714;ASST DELLA VALCAMONICA;002977;CONSULTORIO FAMILIARE BRENO;Pubblico;VIA NISSOLINA, 2;25043;017028;BRENO;BS;0364329408;
2019;030;LOMBARDIA;323;714;ASST DELLA VALCAMONICA;002979;CONSULTORIO FAMILIARE DARFO;Pubblico;VIA CERCOVI, 8;25047;017065;DARFO BOARIO TERME;BS;0364540212;
2019;030;LOMBARDIA;323;714;ASST DELLA VALCAMONICA;002983;CONSULTORIO FAMILIARE EDOLO;Pubblico;P.ZZA DONATORI DI SANGUE;25048;017068;EDOLO;BS;0364772505;
2019;030;LOMBARDIA;324;324;ATS DELLA BRIANZA;001012;CONSULTORIO CENTRO ORIENTAMENT;Privato accreditato;VIA VITTORIO EMANUELE 1;20900;108033;MONZA;MB;0392326463;WWW.COFMONZA.IT
2019;030;LOMBARDIA;324;324;ATS DELLA BRIANZA;001060;CENTRO ASSISTENZA FAMIGLIA;Privato accreditato;VIA PORTICHETTO 21;20832;108023;DESIO;MB;0362629193;WWW.FONDAZIONEFAMIGLIAEDITHSTEIN.IT
2019;030;LOMBARDIA;324;324;ATS DELLA BRIANZA;001063;"CONSULTORIO ""LA FAMIGLIA";Privato accreditato;VIA CAVOUR N.25;20831;108039;SEREGNO;MB;0362234798;WWW.CONSLAFAMIGLIA.IT
2019;030;LOMBARDIA;324;324;ATS DELLA BRIANZA;001070;CE.L.A.F.;Privato accreditato;VIA S.GIOVANNI BOSCO N 8;23900;097042;LECCO;LC;0341368088;
2019;030;LOMBARDIA;324;324;ATS DELLA BRIANZA;001123;CONS. FAMILIARE INTERDECANALE;Privato accreditato;VIA IV NOVEMBRE, 18;23807;097048;MERATE;LC;0399285117;
2019;030;LOMBARDIA;324;324;ATS DELLA BRIANZA;001202;CEAF CONSULTORIO FAMILIARE - V;Privato accreditato;VIA MAZZINI 33;20871;108050;VIMERCATE;MB;039666464;WWW.FONDAZIONEMARTINI.ORG
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003016;CONSULTORIO FAMILIARE BELLANO;Pubblico;VIA PAPA GIOVANNI XXIII;23822;097008;BELLANO;LC;0341822115;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003017;CONSULT. FAMIL. CALOLZIOCORTE;Pubblico;VIA BERGAMO, 8/10;23801;097013;CALOLZIOCORTE;LC;0341635013;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003018;CONSULTORIO FAM. CASATENOVO;Pubblico;VIA MONTE REGIO, 15;23880;097016;CASATENOVO;LC;0399231277;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003020;CONSULTORIO FAM. CERNUSCO L.;Pubblico;VIA SPLUGA 49;23870;097020;CERNUSCO LOMBARDONE;LC;0399514515;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003022;CONSULTORIO FAMILIARE INTROBIO;Pubblico;LOCALITA' SCEREGALLI;23815;097040;INTROBIO;LC;0341983323;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003024;CONSULTORIO FAMILIARE LECCO;Pubblico;VIA TUBI, 43;23900;097042;LECCO;LC;0341482611;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003027;CONSULT.FAMILIARE MANDELLO L.;Pubblico;VIA DEGLI ALPINI, 1;23826;097046;MANDELLO DEL LARIO;LC;0341739412;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003030;CONSULTORIO FAMILIARE OGGIONO;Pubblico;VIA BACHELET, 7;23848;097057;OGGIONO;LC;0341269740;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;715;ASST DI LECCO;003033;CONSULTORIO FAMILIARE OLGINATE;Pubblico;VIA CANTU', 81;23854;097059;OLGINATE;LC;0341653015;WWW.ASST-LECCO.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003037;CONSULTORIO FAMILIARE LIMBIATE;Pubblico;VIA MONTEGRAPPA 40;20812;108027;LIMBIATE;MB;0299456735;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003045;CONSULTORIO FAM. BOITO MONZA;Pubblico;VIA BOITO 2;20900;108033;MONZA;MB;0392384450;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003046;CONSULTORIO FAMILIARE -MONZA;Pubblico;VIA DE AMICIS, 17;20900;108033;MONZA;MB;0392384679;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003049;CONSULTORIO FAM. MUGGIO';Pubblico;VIA DANTE 4;20835;108034;MUGGIO';MB;0392717455;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003050;CONSULTORIO FAM. NOVA MIL.SE;Pubblico;VIA GIUSSANI 11;20834;108035;NOVA MILANESE;MB;0362366774;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003051;CONSULTORIO FAMILIARE -VAREDO;Pubblico;VIA SAN GIUSEPPE 13;20814;108045;VAREDO;MB;0362580854;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003053;CONSULTORIO FAM. VILLASANTA;Pubblico;PIAZZA ERBA 12;20852;108049;VILLASANTA;MB;0392334528;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003106;CONSULTORIO FAM. BOVISIO M.;Pubblico;VIA CANTU',7;20813;108010;BOVISIO-MASCIAGO;MB;0362594019;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003107;CONSULTORIO FAM. BRUGHERIO;Pubblico;VIALE LOMBARDIA 270;20861;108012;BRUGHERIO;MB;0392334529;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003110;CONSULTORIO FAM. CESANO M.;Pubblico;VIA SAN CARLO BORROMEO 2;20811;108019;CESANO MADERNO;MB;0362483720;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;716;ASST DI MONZA;003113;CONSULTORIO FAMILIARE -DESIO;Pubblico;VIA FOSCOLO 24;20832;108023;DESIO;MB;0362483206;WWW.ASST-MONZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003130;CONSULTORIO FAM. CARATE B.;Pubblico;VIA MASCHERPA, 14;20841;108015;CARATE BRIANZA;MB;0362826435;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003131;CONSULTORIO FAM. CONCOREZZO;Pubblico;VIA SANTA MARTA 10;20863;108021;CONCOREZZO;MB;0396203195;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003135;CONSULTORIO FAMILIARE - MEDA;Pubblico;VIA ROMA 2;20821;108030;MEDA;MB;0362245012;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003139;CONSULTORIO FAMILIARE -SEREGNO;Pubblico;VIA STEFANO DA SEREGNO, 102;20831;108039;SEREGNO;MB;0362483558;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003141;CONSULTORIO FAMILIARE -SEVESO;Pubblico;VIA  MARTIRI D'UNGHERIA 30;20822;108040;SEVESO;MB;0362645107;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003145;CONSULTORIO FAM. VIMERCATE;Pubblico;VIA DIAZ 42/A;20871;108050;VIMERCATE;MB;0396082679;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003147;CONSULTORIO FAMILIARE -ARCORE;Pubblico;VIA UMBERTO I N. 17;20862;108004;ARCORE;MB;0396188224;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003149;CONSULTORIO FAM. GIUSSANO;Pubblico;VIA FERMI, 12;20833;108024;GIUSSANO;MB;0362852036;WWW.MONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003154;CONSULTORIO FAMILIARE -LENTATE;Pubblico;VIA GARIBALDI 35;20823;108054;LENTATE SUL SEVESO;MB;0362566867;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;324;717;ASST DI VIMERCATE;003155;CONSULTORIO FAMILIARE -LISSONE;Pubblico;DON MINZONI,74;20851;108028;LISSONE;MB;0392384916;WWW.ASLMONZABRIANZA.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001242;CONSULTORIO FAMILIARE COSTANTE;Privato accreditato;VIA CONVENTINO,8;24125;016024;BERGAMO;BG;0354598350;WWW.CONSULTORIOFAMILIAREBG.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001243;CONSULTORIO FAMILIARE ZELINDA;Privato accreditato;F.LLI CALVI 1;24069;016218;TRESCORE BALNEARIO;BG;0354598380;WWW.CONSULTORIOFAMILIAREBG.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001273;CONSULTORIO FAMILIARE -CENTRO;Privato accreditato;VIA PONTIROLO 18/A;24047;016219;TREVIGLIO;BG;036346480;WWW.CENTROFAMIGLIA.ORG
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001274;CONSULTORIO FAMILIARE PRIULA;Privato accreditato;VIA LOCATELLI 11;24019;016246;ZOGNO;BG;03451820708;WWW.COOPINCAMMINO.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001311;CONSULTORIO FAMILIARE SAN DONA;Privato accreditato;VIA CAVOUR 6/A;24046;016153;OSIO SOTTO;BG;0354185447;
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001452;CONSULTORIO FAMILIARE PUNTO FA;Privato accreditato;CIRCONVALLAZIONE PAPA GIOVANNI;24043;016053;CARAVAGGIO;BG;036351555;WWW.CENTROFAMIGLIA.ORG
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;001453;CONSULTORIO FAMILIARE ADOLESCE;Privato accreditato;VIA CONVENTINO 8;24125;016024;BERGAMO;BG;0354598370;WWW.CONSULTORIOFAMILIAREBG.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;004745;CONSULTORIO FAMILIARE VAL SERI;Privato accreditato;VIALE STAZIONE N.26/A;24021;016004;ALBINO;BG;035759707;WWW.SSVALSERIANA.ORG
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;004746;MONS. ROBERTO AMADEI;Privato accreditato;VIA GIUSEPPE VERDI 146;24033;016046;CALUSCO D'ADDA;BG;0354598440;WWW.CONSULTORIOFAMILIAREBG.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;004770;SANTA GIANNA BERETTA MOLLA;Privato accreditato;VIA XXV APRILE N. 1/A;24023;016077;CLUSONE;BG;0354598390;WWW.CONSULTORIOFAMILIAREBG.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;004797;MANI DI SCORTA;Privato accreditato;VIA ARIOLI DOLCI N.12;24048;016220;TREVIOLO;BG;035692093;WWW.MANIDISCORTA.IT
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;004848;CONSULTORIO FAMILIARE DON PALL;Privato accreditato;VIA MONTE SOLE N.2;24014;016164;PIAZZA BREMBANA;BG;034582434;WWW.DONPALLA.ORG
2019;030;LOMBARDIA;325;325;ATS DI BERGAMO;004865;BASSO SEBINO;Privato accreditato;VIA ROMA N.35;24060;016242;VILLONGO;BG;0354598420;WWW.CONSULTORIOFAMILIAREBG.IT
2019;030;LOMBARDIA;325;718;ASST PAPA GIOVANNI XXIII;003187;CONSULTORIO FAMILIARE-VILLA D';Pubblico;VIA FRATELLI CALVI;24018;016239;VILLA D'ALME';BG;035636237;WWW.ASST-PG23.IT
2019;030;LOMBARDIA;325;718;ASST PAPA GIOVANNI XXIII;003188;CONSULTORIO FAMILIARE-BERGAMO;Pubblico;VIA BORGO PALAZZO,130;24121;016024;BERGAMO;BG;0352270641;WWW.ASST-PG23.IT
2019;030;LOMBARDIA;325;719;ASST DI BERGAMO OVEST;003193;CONSULTORIO FAMILIARE-TREVIGLI;Pubblico;VIA ROSSINI, 1;24047;016219;TREVIGLIO;BG;0363419602;WWW.PORTALE ASST BERGAMO OVEST - CONSULTORI FAMILIARI
2019;030;LOMBARDIA;325;719;ASST DI BERGAMO OVEST;003210;CONSULTORIO FAMILIARE-DALMINE;Pubblico;VIALE BETELLI 2;24044;016091;DALMINE;BG;035378120;WWW.PORTALE ASST BERGAMO OVEST - CONSULTORI FAMILIARI
2019;030;LOMBARDIA;325;719;ASST DI BERGAMO OVEST;003213;CONSULTORIO FAMILIARE DI PONTE;Pubblico;VIA CAIRONI, 7;24036;016170;PONTE SAN PIETRO;BG;035603201;WWW.PORTALE ASST BERGAMO OVEST- CONSULTORI FAMILIARI
2019;030;LOMBARDIA;325;719;ASST DI BERGAMO OVEST;003214;CONSULTORIO FAMILIARE-ROMANO L;Pubblico;VIA CAVAGNARI  5;24058;016183;ROMANO DI LOMBARDIA;BG;0363919244;WWW.PORTALE ASST BERGAMO OVEST - CONSULTORI FAMILIARI
2019;030;LOMBARDIA;325;720;ASST DI BERGAMO EST;003236;CONSULTORIO FAMILIARE-GAZZANIG;Pubblico;VIA MANZONI,98;24025;016111;GAZZANIGA;BG;035721216;WWW.ASL.BERGAMO.IT
2019;030;LOMBARDIA;325;720;ASST DI BERGAMO EST;003243;CONSULTORIO FAMILIARE-GRUMELLO;Pubblico;VIA NEMBRINI,1;24064;016120;GRUMELLO DEL MONTE;BG;0358356340;WWW.ASL.BERGAMO.IT
2019;030;LOMBARDIA;325;720;ASST DI BERGAMO EST;003245;CONSULTORIO FAMILIARE-LOVERE;Pubblico;P.LE BONOMELLI, 8;24065;016128;LOVERE;BG;0354349611;WWW.ASL.BERGAMO.IT
2019;030;LOMBARDIA;325;720;ASST DI BERGAMO EST;003249;CONSULTORIO FAMILIARE - SERIAT;Pubblico;VIA PADERNO 40;24068;016198;SERIATE;BG;0353235061;WWW.ASL.BERGAMO.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001462;CIDAF;Privato accreditato;VIALE STAZIONE, 63;25128;017029;BRESCIA;BS;03043359;
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001503;CONSULTORIO FAMILIARE CIVITAS;Privato accreditato;VIA IV NOVEMBRE 19;25068;017174;SAREZZO;BS;0303902065;WWW.CIVITAS.VALLETROMPIA.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001509;CONSULTORIO FAMILIARE CRESCERE;Privato accreditato;VIA CIMABUE 275;25134;017029;BRESCIA;BS;3341124350;WWW.CONSULTORIOCRESCEREINSIEME.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001514;CONSULTORIO FAMILIARE SANT'AND;Privato accreditato;VIA GIARDINI GARIBALDI 3/L;25049;017085;ISEO;BS;0303774742;WWW.ILMAGODIOZ.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001522;CONSULTORIO PRIVATO DI VILLANU;Privato accreditato;VIA BOSTONE, 2;25085;017201;VILLANUOVA SUL CLISI;BS;036532752;WWW.AREAONLUS.ORG
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001523;CONSULTORIO PRIVATO DI NOZZA D;Privato accreditato;VIA IV NOVEMBRE N. 2;25070;017197;VESTONE;BS;036581510;WWW.AREAONLUS.ORG
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001525;CONSULTORIO PRIVATO DI LOGRATO;Privato accreditato;VIA FRATTI N. 4;25030;017091;LOGRATO;BS;0309972002;WWW.FONDAZIONEBBO.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001528;CONSULTORIO FAMILIARE CIVITAS;Privato accreditato;VIA SABIN 3;25062;017061;CONCESIO;BS;0302754175;WWW.CIVITAS.VALLETROMPIA.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001567;AREA SOC. COOP. SOC. ONLUS - C;Privato accreditato;VIA GASSMAN, 5;25080;017102;MANERBA DEL GARDA;BS;0365552228;WWW.AREAONLUS.ORG
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001583;CONSULTORIO FAMILIARE IL FARO;Privato accreditato;VIA PAGANINI N. 1;25036;017133;PALAZZOLO SULL'OGLIO;BS;0307302028;WWW.FRATERNITA.COOP
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001586;CONSULTORIO DIOCESANO FAMILIAR;Privato accreditato;VIA SCHIVARDI N.58;25100;017029;BRESCIA;BS;030396613;WWW.CONSULTORIODIOCESANOBRESCIA.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001588;CONSULTORIO FAMILIARE ONLUS;Privato accreditato;VIA VOLTURNO, 42;25126;017029;BRESCIA;BS;0303099399;WWW.CONSULTORIOFAMILIARE.ORG
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001621;CONSULTORIO FAMIGLIARE PRIVATO;Privato accreditato;VIA RODI 55;25124;017029;BRESCIA;BS;0303518731;WWW.POILIAMBULANZA.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001636;CONSULTORIO FAMIGLIARE PRIVATO;Privato accreditato;VIA GOLINI N. 6;25039;017188;TRAVAGLIATO;BS;0306862064;WWW.POLIAMBULANZA.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001706;CONSULTORIO PRIVATO DI ORZINUO;Privato accreditato;VIA CODAGLI 10/A;25034;017125;ORZINUOVI;BS;0309941110;WWW.FONDAZIONEBBO.IT
2019;030;LOMBARDIA;326;326;ATS DI BRESCIA;001734;CONSULTORIO FAMILIARE CIVITAS;Privato accreditato;VIA CAV. DEL LAVORO GNUTTI N.2;25065;017096;LUMEZZANE;BS;0308922925;WWW.CIVITAS.VALLETROMPIA.IT
2019;030;LOMBARDIA;326;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;003251;CONSULTORIO FAMILIARE DI RONCA;Pubblico;VIA E. FERMI N. 32;25030;017165;RONCADELLE;BS;0302499980;WWW.ASST-SPEDALICIVILI.IT
2019;030;LOMBARDIA;326;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;003309;CONSULTORIO FAMILIARE BRESCIA;Pubblico;VIA PAGANINI 1;25127;017029;BRESCIA;BS;0303333433;WWW.ASST-SPEDALICIVILI.IT
2019;030;LOMBARDIA;326;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;003310;CONSULTORIO FAMILIARE CENTRO;Pubblico;VIALE DUCA DEGLI ABRUZZI 13;25124;017029;BRESCIA;BS;0303333667;WWW.ASST-SPEDALICIVILI.IT
2019;030;LOMBARDIA;326;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;003316;CONSULTORIO FAMILIARE DI GUSSA;Pubblico;VIA P. RICHIEDEI N. 8/B;25064;017081;GUSSAGO;BS;0302499911;WWW.ASST-SPEDALICIVILI.IT
2019;030;LOMBARDIA;326;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;003318;CONSULTORIO FAMILIARE DI REZZA;Pubblico;VIA F.LLI KENNEDY N. 115;25086;017161;REZZATO;BS;0302499811;WWW.ASST-SPEDALICIVILI.IT
2019;030;LOMBARDIA;326;722;ASST DELLA FRANCIACORTA;003337;CONSULTORIO FAMILIARE DI CHIAR;Pubblico;P.ZZA MARTIRI DELLA LIBERT�, 2;25032;017052;CHIARI;BS;0307007057;HTTPS://WWW.ASST-FRANCIACORTA.IT/
2019;030;LOMBARDIA;326;722;ASST DELLA FRANCIACORTA;003344;CONSULTORIO FAMILIARE DI ROVAT;Pubblico;VIA LOMBARDIA, 33;25038;017166;ROVATO;BS;0307007204;HTTPS://WWW.ASST-FRANCIACORTA.IT/
2019;030;LOMBARDIA;326;723;ASST DEL GARDA;003368;CONSULTORIO FAMILIARE DI MANER;Pubblico;VIA SOLFERINO, 55;25025;017103;MANERBIO;BS;0309661334;WWW.ASST-GARDA.IT
2019;030;LOMBARDIA;326;723;ASST DEL GARDA;003369;CONSULTORIO FAMILIARE DI MONTI;Pubblico;VIA G. FALCONE N. 18;25018;017113;MONTICHIARI;BS;0309661215;WWW.ASST-GARDA.IT
2019;030;LOMBARDIA;326;723;ASST DEL GARDA;003372;CONSULTORIO FAMILIARE DI PRALB;Pubblico;VIA VERONICA GAMBARA, 16;25020;017152;PRALBOINO;BS;0309661340;WWW.ASST-GARDA.IT
2019;030;LOMBARDIA;326;723;ASST DEL GARDA;003376;CONSULTORIO FAMILIARE DI SALO;Pubblico;VIA FANTONI, 93;25087;017170;SALO';BS;0365296612;WWW.ASST-GARDA.IT
2019;030;LOMBARDIA;326;723;ASST DEL GARDA;003378;CONSULTORIO FAMILIARE DI DESEN;Pubblico;VIA ADUA, 4;25015;017067;DESENZANO DEL GARDA;BS;0309148734;WWW.ASST-GARDA.IT
2019;030;LOMBARDIA;326;723;ASST DEL GARDA;003381;CONSULTORIO FAMILIARE DI GHEDI;Pubblico;P.ZZA DONATORI SANGUE, 3;25016;017078;GHEDI;BS;0309661345;WWW.ASST-GARDA.IT
2019;030;LOMBARDIA;327;327;ATS DELLA VAL PADANA;001856;KRIKOS SOC COOP SOCIALE ONLUS;Privato accreditato;VIA DELLA FIERA 12;26013;019035;CREMA;CR;037383105;
2019;030;LOMBARDIA;327;327;ATS DELLA VAL PADANA;001903;CENTRO DI CONSULENZA FAMILIARE;Privato accreditato;V.LE ALBERTONI 4/C;46100;020030;MANTOVA;MN;0376323797;WWW.CONSULTORIOUCIPEMMANTOVA.IT
2019;030;LOMBARDIA;327;327;ATS DELLA VAL PADANA;001922;ASSOCIAZIONE INSIEME PER LA FA;Privato accreditato;VIA FRECAVALLI 16;26013;019035;CREMA;CR;037382723;
2019;030;LOMBARDIA;327;327;ATS DELLA VAL PADANA;001939;CONSULTORIO MATRIMONIALE UCIPE;Privato accreditato;VIA MILANO,5/C;26100;019036;CREMONA;CR;037220751;
2019;030;LOMBARDIA;327;724;ASST DI CREMONA;003401;CONSULTORIO FAMILIARE;Pubblico;VIA AZZO PORZIO      73;26041;019021;CASALMAGGIORE;CR;0375284161;WWW.OSPEDALE.CREMONA.IT
2019;030;LOMBARDIA;327;724;ASST DI CREMONA;003407;CONSULTORIO FAMILIARE;Pubblico;VIA SAN SEBASTIANO 14;26100;019036;CREMONA;CR;0372497798;WWW.OSPEDALE.CREMONA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003414;CONSULTORIO DI CASTIGLIONE DEL;Pubblico;VIA GARIBALDI N. 16;46043;020017;CASTIGLIONE DELLE STIVIERE;MN;0376435727;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003417;CONSULTORIO DI GOITO;Pubblico;STRADA STATALE GOITESE, 313;46044;020026;GOITO;MN;0376435754;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003442;CONSULTORIO DI RONCOFERRARO;Pubblico;LARGO NUVOLARI 1;46037;020052;RONCOFERRARO;MN;0376435822;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003443;CONSULTORIO DI ROVERBELLA;Pubblico;VIA DELL'ARTIGIANATO, 23;46048;020053;ROVERBELLA;MN;0376435685;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003444;CONSULTORIO DI SUZZARA;Pubblico;VIA CADORNA, 2;46029;020065;SUZZARA;MN;0376435951;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003448;CONSULTORIO DI VIADANA;Pubblico;LARGO DE GASPERI, N.7;46019;020066;VIADANA;MN;0376435878;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003455;CONSULTORIO DI ASOLA;Pubblico;VIA SCHIANTARELLI, 3;46041;020002;ASOLA;MN;0376435775;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003462;CONSULTORIO DI MANTOVA;Pubblico;VIA DEI TOSCANI, 1;46100;020030;MANTOVA;MN;0376334582;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003463;CONSULTORIO DI LUNETTA;Pubblico;VIALE LOMBARDIA  14;46100;020030;MANTOVA;MN;0376435504;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003466;CONSULTORIO DI OSTIGLIA;Pubblico;VIA BELFANTI, 1;46035;020038;OSTIGLIA;MN;0376435906;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003468;CONSULTORIO DI POGGIO RUSCO;Pubblico;VIA MASSARANI 29;46025;020042;POGGIO RUSCO;MN;0376435811;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003475;CONSULTORIO DI BOZZOLO;Pubblico;VIA BINI, 2;46012;020007;BOZZOLO;MN;0376909395;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;725;ASST DI MANTOVA;003480;CONSULTORIO DI CASTEL GOFFREDO;Pubblico;VIA SAN PIO X, 19;46042;020015;CASTEL GOFFREDO;MN;0376435699;WWW.ASST-MANTOVA.IT
2019;030;LOMBARDIA;327;726;ASST DI CREMA;003493;CONSULTORIO FAMILIARE;Pubblico;VIA MANINI, 21;26013;019035;CREMA;CR;0373218220;
2019;030;LOMBARDIA;328;328;ATS DI PAVIA;002027;CONSULTORIO IL SOLE VIGEVANO;Privato accreditato;VIA F.LLI BESOZZI 9;27029;018177;VIGEVANO;PV;038184665;
2019;030;LOMBARDIA;328;328;ATS DI PAVIA;002028;CONSULTORIO FAMILIARE PAVIA;Privato accreditato;VIA BERNARDINO DA FELTRE 13 A;27100;018110;PAVIA;PV;0382309742;
2019;030;LOMBARDIA;328;328;ATS DI PAVIA;002031;"CONSULTORIO FAMILIARE ""OLTRE";Privato accreditato;VIA ORAMALA 11;27057;018171;VARZI;PV;0383544811;FONDAZIONE-SANGERMANO.IT
